DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,BTUEL,CUFEETNG,BTUNG,GALLONFO,BTUFO,GALLONLP,BTULP,GALLONKR,BTUKER,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,BTUFOAPL,BTUFOSPH,BTUFOWTH,BTULPAPL,BTULPSPH,BTULPWTH,BTUWOOD,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,AGEHHMEM1,AGEHHMEM2,AGEHHMEM3,AGEHHMEM4,AGEHHMEM5,AGEHHMEM6,AGEHHMEM7,AGEHHMEM8,AGEHHMEM9,AGEHHMEM10,AGEHHMEM11,AGEHHMEM12,AGEHHMEMY,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY
60,0,2,8001,565,14365,49013,999999,9999999,999999,9999999,1910,174440,999999,9999999,0,675,9236,7758,2024,0,0,39231,9999999,9999999,9999999,9999999,9999999,9999999,5372,128694,40374,9999999,9,3,9,4,0,4352,1234,0,650,2468,3702,650,1234,0,0,650,0,0,2468,0,1114,3609,0,1234,0,650,0,0,743,1725,0,0,1,2,54,2,1,0,2,54,99,99,99,99,99,99,99,99,99,99,99,53,1,0,0,0,24
61,0,2,6372,585,4529,15453,647,66576,999999,9999999,999999,9999999,999999,9999999,1312,0,3332,2207,454,2455,1430,8907,0,0,66576,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,1,1,1,1186,0,0,250,936,936,250,0,0,0,250,0,0,936,0,375,1186,0,0,0,250,0,0,0,936,0,0,1,1,77,1,0,0,1,77,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
62,0,2,6793,707,5740,19585,412,42395,999999,9999999,999999,9999999,999999,9999999,2654,0,3034,2729,785,0,0,16071,1942,7975,32478,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,5,4,1,2080,790,0,250,1040,1633,448,593,198,0,250,0,0,1040,0,366,2080,0,790,0,250,0,0,0,1040,0,0,0,1,54,2,1,0,2,54,99,99,99,99,99,99,99,99,99,99,99,54,1,0,0,0,18
63,0,1,4055,947,5012,17101,999999,9999999,969,134373,999999,9999999,999999,9999999,2884,0,0,2769,1009,0,3645,9678,9999999,9999999,9999999,0,94766,39607,9999999,9999999,9999999,9999999,9,3,3,3,0,524,0,0,0,524,524,0,0,0,0,0,0,0,524,0,131,524,0,0,0,0,0,0,0,524,0,0,1,1,83,1,0,0,2,83,99,99,99,99,99,99,99,99,99,99,99,36,1,1,1,1,10
64,1,2,6656,931,3559,12143,999999,9999999,1092,151449,335,30600,999999,9999999,0,0,0,1170,2063,0,0,8910,9999999,9999999,9999999,0,151449,0,6472,0,24128,9999999,9,2,1,2,0,3564,891,891,0,1782,668,2896,0,891,0,0,0,891,668,1114,891,3564,0,891,0,0,0,891,0,1782,0,0,0,2,46,2,1,0,3,46,31,99,99,99,99,99,99,99,99,99,99,17,1,0,0,0,19
65,0,2,1505,2650,15482,52825,999999,9999999,999999,9999999,999999,9999999,999999,9999999,2911,486,0,5211,15791,7770,4814,19239,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,6,1,0,2123,0,0,400,1723,1723,400,0,0,0,400,0,0,1723,0,1723,400,0,0,0,400,0,0,1723,0,0,0,0,2,25,2,0,0,3,25,26,99,99,99,99,99,99,99,99,99,99,23,1,0,0,0,23
66,0,5,7607,489,4055,13836,459,47274,999999,9999999,999999,9999999,999999,9999999,0,0,0,2975,0,5705,0,5156,3607,0,43667,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,4,2,1,430,0,0,0,430,430,0,0,0,0,0,0,0,430,0,0,430,0,0,0,0,0,0,0,430,0,0,0,1,47,2,0,0,1,47,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,7
67,0,2,6791,791,7504,25604,1674,172254,999999,9999999,999999,9999999,999999,9999999,0,0,0,5532,0,0,2355,17717,21046,34812,116396,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,2,1,1,2704,704,648,0,1352,1127,1577,0,704,0,0,0,648,1127,225,0,2704,0,704,0,0,0,648,0,1352,0,0,0,2,23,2,1,0,4,23,22,2,99,99,99,99,99,99,99,99,99,1,1,0,0,1,10
68,4,2,1214,2523,26805,91459,999999,9999999,999999,9999999,335,30600,999999,9999999,5429,0,0,9462,30058,26413,0,25526,9999999,9999999,9999999,9999999,9999999,9999999,9168,21432,0,9999999,9,2,7,1,0,1584,0,792,0,792,792,792,0,0,0,0,0,792,792,0,1584,792,0,0,0,0,0,792,792,0,0,0,1,1,31,1,1,0,6,31,35,6,3,1,99,99,99,99,99,99,99,3,1,0,1,1,8
69,0,3,5752,1049,15112,51563,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3293,0,0,3162,4072,16019,8763,19547,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,4,1,1,3221,588,588,0,2045,877,2345,0,588,0,0,0,588,877,1169,460,3221,0,588,0,0,0,588,0,2045,0,0,1,1,30,2,0,0,6,30,13,12,10,8,99,99,99,99,99,99,99,2,1,0,0,1,3
70,1,4,4974,1259,3333,11371,560,57662,999999,9999999,999999,9999999,999999,9999999,0,0,0,5024,0,0,0,6347,0,7909,49753,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,4,1,1,437,0,0,0,437,437,0,0,0,0,0,0,0,437,0,0,437,0,0,0,0,0,0,0,437,0,0,0,2,38,2,0,1,1,38,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,8
71,0,1,4332,402,11310,38590,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4133,690,0,4046,2089,4414,10845,17196,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,8,2,0,1352,0,0,0,1352,1352,0,0,0,0,0,0,0,1352,0,1352,0,0,0,0,0,0,0,1352,0,0,0,0,1,70,0,0,0,1,70,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,8
72,0,2,703,4246,22502,76777,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3766,629,0,6250,33590,8220,4280,24437,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,6,3,0,2253,0,0,400,1853,1853,400,0,0,0,400,0,0,1853,0,1853,400,0,0,0,400,0,0,1853,0,0,0,0,1,54,2,0,0,1,54,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,12
73,0,4,4811,1418,23740,81001,698,71810,999999,9999999,999999,9999999,999999,9999999,0,1877,0,10790,24869,0,0,45342,5882,11185,54743,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,3,2,1,1022,68,0,0,955,1005,17,51,17,0,0,0,0,955,0,1022,17,51,17,0,0,0,0,955,0,0,0,1,1,41,2,1,1,5,41,37,30,18,99,99,99,99,99,99,99,99,4,1,0,0,0,22
74,0,2,6678,770,17349,59195,999999,9999999,999999,9999999,241,21982,999999,9999999,10160,1697,0,9947,5247,10850,0,33151,9999999,9999999,9999999,9999999,9999999,9999999,0,21982,0,5000,9,2,6,1,0,2970,990,0,250,1730,2720,250,990,0,0,250,0,0,1730,0,2720,1240,0,990,0,250,0,0,1730,0,0,0,1,1,73,1,0,0,1,73,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
75,4,2,701,3321,23355,79687,999999,9999999,999999,9999999,999999,9999999,999999,9999999,2347,687,0,4026,27432,12152,2504,33573,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,7,6,1,0,2074,0,0,400,1674,1674,400,0,0,0,400,0,0,1674,0,1674,400,0,0,0,400,0,0,1674,0,0,0,0,1,50,0,1,0,4,50,48,7,99,99,99,99,99,99,99,99,99,7,1,0,0,0,12
76,0,2,6908,843,8022,27371,1638,168550,999999,9999999,999999,9999999,999999,9999999,5006,0,0,4577,5682,0,0,17112,0,30343,138207,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,1,1,1,2178,696,0,0,1482,2178,0,696,0,0,0,0,0,1482,0,1307,2178,0,696,0,0,0,0,0,1482,0,0,1,1,78,1,0,0,2,78,99,99,99,99,99,99,99,99,99,99,99,43,1,1,0,0,7
77,0,2,7476,722,3007,10260,999999,9999999,717,99489,270,24629,999999,9999999,0,0,0,1703,0,0,0,8557,9999999,9999999,9999999,0,99489,0,0,0,24629,9999999,9,3,2,3,0,2574,858,858,0,858,858,1716,0,858,0,0,0,858,858,0,0,2574,0,858,0,0,0,858,0,858,0,0,1,1,74,1,0,0,1,74,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,5
78,4,2,172,4281,24902,84965,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3351,560,4858,2423,37806,9904,913,33919,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,7,7,1,0,4028,0,2014,400,1614,1614,2414,0,0,0,400,0,2014,1614,0,3628,2414,0,0,0,400,0,2014,1614,0,0,0,0,2,35,2,1,0,4,35,35,5,99,99,99,99,99,99,99,99,99,4,1,0,0,0,23
79,0,3,4230,1750,5183,17684,478,49186,999999,9999999,999999,9999999,999999,9999999,2961,495,0,3044,3838,0,0,10802,1954,9812,37420,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,1,1,1,1,2210,675,0,0,1535,1535,675,0,675,0,0,0,0,1535,0,1024,1499,0,675,0,0,0,0,711,824,0,0,0,2,52,2,0,0,1,52,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,24
80,3,2,1451,2606,20650,70458,413,42498,999999,9999999,999999,9999999,999999,9999999,3867,646,0,5992,33976,0,4032,26458,8459,34039,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,9,1,1,5040,0,1680,400,2960,2960,2080,0,0,0,400,0,1680,2960,0,4640,2080,0,0,0,400,0,1680,2960,0,0,0,1,2,32,2,1,0,4,32,35,3,99,99,99,99,99,99,99,99,99,1,1,0,0,0,23
81,0,2,6121,1065,10526,35915,1150,118335,999999,9999999,999999,9999999,999999,9999999,2805,468,0,5439,7678,0,1739,21059,0,33008,85327,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,4,2,1,5244,1748,1748,0,1748,3496,1748,1748,0,0,0,0,1748,1748,0,5244,3496,0,1748,0,0,0,1748,1748,0,0,0,0,1,44,2,0,0,3,44,16,99,99,99,99,99,99,99,99,99,99,15,1,0,0,0,11
82,0,4,5051,1480,6543,22324,303,31157,999999,9999999,999999,9999999,999999,9999999,0,0,0,3723,0,11736,0,6865,0,0,31157,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,1,2,1,550,0,0,0,550,550,0,0,0,0,0,0,0,550,0,0,550,0,0,0,0,0,0,0,550,0,0,0,1,37,2,1,1,2,37,99,99,99,99,99,99,99,99,99,99,99,26,1,0,0,0,9
83,0,2,6039,1112,6517,22236,622,64004,999999,9999999,999999,9999999,999999,9999999,3606,0,4122,2897,5446,0,2175,11718,0,14580,49424,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,6,1,1,1508,0,0,250,1258,1258,250,0,0,0,250,0,0,1258,0,1258,250,0,0,0,250,0,0,1258,0,0,0,1,1,86,1,0,0,1,86,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,6
84,0,2,4651,105,8946,30524,304,31307,999999,9999999,999999,9999999,999999,9999999,2798,467,0,2125,0,10578,0,17821,0,0,31307,9999999,9999999,9999999,9999999,9999999,9999999,20000,9,2,5,1,1,2428,0,0,400,2028,2028,400,0,0,0,400,0,0,2028,0,0,2428,0,0,0,400,0,0,0,2028,0,0,0,1,43,2,1,0,3,43,42,99,99,99,99,99,99,99,99,99,99,14,1,0,0,0,15
85,0,5,5733,1460,1749,5968,355,36541,999999,9999999,999999,9999999,999999,9999999,0,0,0,1944,1888,0,0,2136,2708,5151,28682,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,5,3,1,359,0,0,0,359,359,0,0,0,0,0,0,0,359,0,359,359,0,0,0,0,0,0,0,359,0,0,1,2,46,0,0,0,1,46,99,99,99,99,99,99,99,99,99,99,99,99,1,1,0,0,3
86,0,2,5834,962,8549,29169,999999,9999999,1191,165180,24,2199,999999,9999999,2969,869,0,3949,0,0,3166,22054,9999999,9999999,9999999,0,123160,42020,2199,0,0,9999999,9,2,1,4,1,5936,896,1680,400,2960,2960,2976,0,896,0,400,0,1680,2960,0,0,5936,0,896,0,400,0,1680,0,2960,1,0,0,1,48,2,1,0,3,48,61,99,99,99,99,99,99,99,99,99,99,11,1,0,0,0,16
87,0,4,6028,855,11730,40023,284,29224,672,93162,999999,9999999,999999,9999999,4441,742,0,4566,3130,0,0,32327,0,29224,0,0,93162,0,9999999,9999999,9999999,9999999,9,3,1,1,1,1406,0,0,0,1406,1406,0,0,0,0,0,0,0,1406,0,402,1406,0,0,0,0,0,0,0,1406,0,0,0,1,34,2,1,0,5,34,35,11,4,99,99,99,99,99,99,99,99,1,1,0,0,0,9
88,0,2,6022,1071,6992,23857,829,85304,999999,9999999,999999,9999999,999999,9999999,0,0,0,5633,4586,0,0,13638,10951,17673,56680,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,4,1,1,660,0,0,0,660,660,0,0,0,0,0,0,0,660,0,660,0,0,0,0,0,0,0,660,0,0,0,1,1,55,1,1,0,2,55,99,99,99,99,99,99,99,99,99,99,99,55,0,1,0,0,6
89,0,3,5253,1577,9496,32400,758,77998,999999,9999999,999999,9999999,999999,9999999,4306,0,0,1837,2569,0,6257,21737,0,21741,56257,9999999,9999999,9999999,9999999,9999999,9999999,9999999,3,1,6,1,1,1585,500,0,250,835,1085,500,250,250,0,250,0,0,835,0,334,1585,0,500,0,250,0,0,0,835,0,0,0,1,26,1,0,0,2,26,99,99,99,99,99,99,99,99,99,99,99,2,1,0,0,1,23
90,2,5,2144,1415,6592,22492,81,8335,999999,9999999,999999,9999999,999999,9999999,0,531,0,2907,2696,6930,0,9959,0,0,8335,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,5,2,1,773,0,0,0,773,0,773,0,0,0,0,0,0,0,773,193,773,0,0,0,0,0,0,0,773,0,0,0,2,43,2,0,0,2,43,99,99,99,99,99,99,99,99,99,99,99,16,1,0,0,0,18
91,0,4,5569,764,6087,20769,999999,9999999,999999,9999999,999999,9999999,999999,9999999,0,440,0,2136,0,5738,6888,6007,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,5,3,0,858,0,0,0,858,858,0,0,0,0,0,0,0,858,0,0,858,0,0,0,0,0,0,0,858,0,0,0,1,26,2,1,0,2,26,99,99,99,99,99,99,99,99,99,99,99,30,1,0,0,0,10
92,1,4,4836,1346,5450,18595,116,11936,971,134670,999999,9999999,999999,9999999,0,0,0,3448,3862,0,0,11285,11936,0,0,0,84843,49827,9999999,9999999,9999999,9999999,9,1,1,1,1,666,0,0,0,666,666,0,0,0,0,0,0,0,666,0,333,666,0,0,0,0,0,0,0,666,0,0,1,1,35,1,1,1,5,35,41,20,1,99,99,99,99,99,99,99,99,2,0,0,0,0,4
93,0,2,4644,1625,25254,86167,999999,9999999,999999,9999999,640,58451,999999,9999999,0,1024,0,10905,23911,0,0,51351,9999999,9999999,9999999,9999999,9999999,9999999,6969,34117,17365,15000,9,3,7,4,0,4892,2400,0,400,2092,4492,400,2400,0,0,400,0,0,2092,0,4492,400,2400,0,0,400,0,0,2092,0,0,0,0,1,53,1,1,0,3,53,50,99,99,99,99,99,99,99,99,99,99,25,1,0,0,0,22
94,0,1,4284,893,13444,45871,999999,9999999,999999,9999999,999999,9999999,999999,9999999,4233,0,0,3433,3557,9224,9745,19912,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,5,4,0,832,0,0,0,832,832,0,0,0,0,0,0,0,832,0,166,832,0,0,0,0,0,0,0,832,0,0,1,1,42,1,0,0,2,42,99,99,99,99,99,99,99,99,99,99,99,14,0,0,1,0,5
95,0,5,3133,1387,8545,29156,999999,9999999,999999,9999999,999999,9999999,999999,9999999,2725,455,0,2211,5337,4199,6661,10748,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,5,1,1,1843,0,0,0,1843,1843,0,0,0,0,0,0,0,1843,0,1843,0,0,0,0,0,0,0,1843,0,0,0,0,1,24,2,0,0,1,24,99,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,9
96,0,2,1921,2768,34041,116148,999999,9999999,999999,9999999,69,6318,999999,9999999,4652,0,9317,7978,33915,16163,7380,50712,9999999,9999999,9999999,9999999,9999999,9999999,6318,0,0,9999999,9,1,5,4,0,1296,0,0,0,1296,1296,0,0,0,0,0,0,0,1296,0,1296,0,0,0,0,0,0,0,1296,0,0,0,1,2,77,1,1,0,2,77,99,99,99,99,99,99,99,99,99,99,99,74,0,1,1,0,5
97,3,2,1264,3264,18585,63412,559,57521,999999,9999999,231,21097,999999,9999999,3293,550,3765,4693,27616,0,0,31103,7680,31544,18297,9999999,9999999,9999999,0,0,21097,9999999,9,1,12,3,1,5254,0,2627,650,1977,1977,3277,0,0,0,650,0,2627,1977,0,4604,2627,0,0,650,0,0,2627,1977,0,1,0,0,2,36,2,1,0,2,36,99,99,99,99,99,99,99,99,99,99,99,36,1,0,0,0,24
98,2,2,1060,964,9483,32356,239,24593,999999,9999999,999999,9999999,999999,9999999,0,0,0,5266,0,0,5942,21148,9266,15327,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,4,1,1,1739,0,0,400,1339,446,1293,0,0,0,400,0,0,446,893,0,1739,0,0,0,400,0,0,0,1339,0,1,1,1,30,2,0,1,4,30,75,14,99,99,99,99,99,99,99,99,99,12,1,0,0,0,7
99,0,3,4283,1710,6686,22812,1623,167007,999999,9999999,999999,9999999,999999,9999999,0,0,4236,2672,5462,0,0,14678,14350,53129,99528,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,2,1,1,1847,560,0,0,1287,1287,560,0,560,0,0,0,0,1287,0,616,1847,0,560,0,0,0,0,0,1287,0,0,1,1,56,0,0,0,3,56,81,99,99,99,99,99,99,99,99,99,99,77,0,0,0,0,2
100,0,2,7687,664,9700,33096,962,98990,999999,9999999,999999,9999999,999999,9999999,0,713,0,3431,6336,0,0,23329,8161,34605,56224,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,9,3,1,3714,1178,0,650,1886,3714,0,1178,0,650,0,0,0,1886,0,3064,0,1178,0,650,0,0,0,1886,0,0,0,1,1,32,0,1,0,4,32,31,11,99,99,99,99,99,99,99,99,99,7,1,0,0,0,20
101,0,2,5019,1314,9347,31892,766,78821,999999,9999999,999999,9999999,999999,9999999,3141,525,4553,4414,7738,0,0,19740,5207,22661,50953,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,3,3,1,2430,1215,0,0,1215,2430,0,1215,0,0,0,0,0,1215,0,2430,0,1215,0,0,0,0,0,1215,0,0,0,1,1,36,2,1,0,3,36,35,99,99,99,99,99,99,99,99,99,99,2,1,0,0,0,24
102,1,2,7578,787,10407,35509,999999,9999999,999999,9999999,1117,102016,999999,9999999,1306,382,6634,1025,3743,0,11599,19142,9999999,9999999,9999999,9999999,9999999,9999999,21577,0,80439,9999999,9,3,11,4,0,5772,1924,0,250,3598,5522,250,1924,0,0,250,0,0,3598,0,5522,2174,0,1924,0,250,0,0,3598,0,0,0,0,2,46,2,1,0,4,46,54,17,99,99,99,99,99,99,99,99,99,13,1,0,0,0,23
103,0,2,3167,2105,32270,110105,1201,123583,999999,9999999,158,14427,999999,9999999,5416,905,0,12748,40654,0,0,56703,0,59377,64206,9999999,9999999,9999999,0,0,14427,9999999,9,6,9,3,1,8906,0,2440,650,5816,5816,3090,0,0,0,650,0,2440,5816,0,8256,3090,0,0,0,650,0,2440,5816,0,0,0,1,1,54,2,0,0,4,54,44,16,99,99,99,99,99,99,99,99,99,14,1,0,0,0,24
104,2,2,1350,292,4459,15214,449,46202,999999,9999999,999999,9999999,999999,9999999,1437,0,2878,2464,0,0,1821,10929,4651,23350,18201,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,2,1,1,4170,0,2085,250,1835,1223,2947,0,0,0,250,0,2085,1223,612,0,4170,0,0,0,250,0,2085,0,1835,0,0,1,1,66,1,0,0,1,66,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,8
105,3,2,562,4312,16675,56894,284,29224,999999,9999999,999999,9999999,999999,9999999,0,0,4437,3148,24926,0,0,28820,5465,19976,3783,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,2,4,1,1,704,0,0,0,704,141,563,0,0,0,0,0,0,141,563,282,704,0,0,0,0,0,0,0,704,0,0,1,1,64,2,1,1,6,64,66,44,43,15,99,99,99,99,99,99,99,6,1,1,1,0,14
106,0,2,5643,671,6225,21240,1363,140253,999999,9999999,999999,9999999,999999,9999999,2583,0,0,2361,1312,0,0,17567,8610,31877,99766,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,4,1,1,1653,0,525,0,1128,1128,525,0,0,0,0,0,525,1128,0,551,1653,0,0,0,0,0,525,0,1128,0,0,0,1,30,0,0,0,3,30,12,99,99,99,99,99,99,99,99,99,99,10,1,0,0,1,9
107,0,5,4466,1797,4680,15968,198,20374,999999,9999999,999999,9999999,999999,9999999,0,676,0,3962,6087,0,0,5919,2137,4065,14172,9999999,9999999,9999999,9999999,9999999,9999999,9999999,5,4,7,1,1,568,0,0,0,568,568,0,0,0,0,0,0,0,568,0,568,0,0,0,0,0,0,0,568,0,0,0,0,2,24,2,0,0,1,24,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,10
108,2,2,956,761,12795,43657,514,52891,999999,9999999,999999,9999999,999999,9999999,3770,630,0,13140,2634,0,2352,25531,6744,33065,13082,9999999,9999999,9999999,9999999,9999999,9999999,5000,9,4,8,3,1,2636,0,0,400,2236,1917,719,0,0,0,400,0,0,1917,319,1030,1606,0,0,0,400,0,0,1030,1206,0,0,0,1,41,2,1,0,2,41,99,99,99,99,99,99,99,99,99,99,99,49,1,0,0,0,20
109,2,2,1696,1079,4019,13713,415,42704,999999,9999999,999999,9999999,999999,9999999,0,466,0,1191,0,0,3548,8974,9978,32726,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,4,3,2,1,2898,0,1449,400,1049,450,2448,0,0,0,400,0,1449,450,599,0,2898,0,0,0,400,0,1449,0,1049,0,0,0,1,68,1,0,0,1,68,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,5
110,0,2,4542,1914,11040,37668,899,92507,999999,9999999,999999,9999999,999999,9999999,0,482,3299,4957,11568,0,0,21143,17018,32693,42796,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,2,3,1,1885,858,0,0,1027,1885,0,858,0,0,0,0,0,1027,0,1885,0,858,0,0,0,0,0,1027,0,0,0,1,2,33,2,1,0,6,33,28,4,4,3,99,99,99,99,99,99,99,2,1,0,0,0,7
111,0,2,5429,1266,20949,71478,57,5823,999999,9999999,999999,9999999,999999,9999999,3301,551,0,10998,11583,7193,17287,24417,5823,0,0,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,9,3,1,8316,0,2772,400,5144,5144,3172,0,0,0,400,0,2772,5144,0,7916,3172,0,0,0,400,0,2772,5144,0,0,0,0,1,58,1,1,0,2,58,99,99,99,99,99,99,99,99,99,99,99,58,1,0,0,0,24
112,0,2,6312,959,2645,9024,1112,114383,999999,9999999,999999,9999999,999999,9999999,0,0,0,1775,746,0,0,6503,4922,24711,84750,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,3,1,1,2268,1134,0,0,1134,1134,1134,0,1134,0,0,0,0,1134,0,454,2268,0,1134,0,0,0,0,0,1134,0,0,0,1,53,2,0,0,1,53,99,99,99,99,99,99,99,99,99,99,99,99,1,0,0,0,2
113,0,2,6343,1025,6465,22060,995,102420,999999,9999999,999999,9999999,999999,9999999,1752,0,4450,2948,4179,0,0,14933,0,14593,87827,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,1,1,3,1,4000,0,2000,400,1600,1600,2400,0,0,0,400,0,2000,1600,0,3600,2400,0,0,0,400,0,2000,1600,0,0,0,1,1,69,0,0,0,1,69,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,3
114,0,2,6549,764,9854,33622,999999,9999999,3182,441312,999999,9999999,999999,9999999,1661,0,0,7868,0,0,0,25754,9999999,9999999,9999999,0,317560,123752,9999999,9999999,9999999,30000,9,2,1,2,0,8468,2117,0,0,6351,6351,2117,0,2117,0,0,0,0,6351,0,0,8468,0,2117,0,0,0,0,0,6351,0,0,1,2,52,2,0,0,5,52,40,35,30,99,99,99,99,99,99,99,99,27,1,0,0,0,24
115,0,2,4864,1530,11836,40384,722,74294,999999,9999999,999999,9999999,999999,9999999,3643,608,4164,8774,2214,0,0,29396,4878,23918,45498,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,5,2,1,1946,323,0,650,973,1946,0,323,0,650,0,0,0,973,0,162,1946,0,323,0,650,0,0,0,973,0,0,0,2,61,2,1,0,2,61,99,99,99,99,99,99,99,99,99,99,99,56,1,0,0,0,17
116,0,3,7385,524,2132,7273,999999,9999999,967,134176,999999,9999999,999999,9999999,0,373,0,2296,479,0,0,4498,9999999,9999999,9999999,0,111874,22302,9999999,9999999,9999999,9999999,9,3,1,1,0,1528,480,0,0,1048,1048,480,0,480,0,0,0,0,1048,0,255,1528,0,480,0,0,0,0,0,1048,0,0,1,1,70,1,0,0,1,70,99,99,99,99,99,99,99,99,99,99,99,99,0,1,0,0,10
117,0,1,4443,357,12337,42094,999999,9999999,999999,9999999,999999,9999999,999999,9999999,3468,0,0,4929,0,9188,13531,14446,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,5,1,0,840,0,0,0,840,672,168,0,0,0,0,0,0,672,168,0,840,0,0,0,0,0,0,0,840,0,0,0,1,70,1,0,0,1,70,99,99,99,99,99,99,99,99,99,99,99,99,0,1,1,1,3
118,0,3,7327,304,15973,54500,999999,9999999,999999,9999999,999999,9999999,999999,9999999,2113,618,4232,3623,0,11424,15249,24204,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9999999,3,2,7,2,1,5043,2288,0,400,2355,4586,457,2231,57,0,400,0,0,2355,0,0,5043,0,2288,0,400,0,0,0,2355,1,0,0,1,51,0,0,0,2,51,99,99,99,99,99,99,99,99,99,99,99,23,1,0,0,0,15
119,0,2,5858,854,7631,26037,1111,114366,999999,9999999,999999,9999999,999999,9999999,0,717,0,3103,4522,0,0,18412,18629,35853,59884,9999999,9999999,9999999,9999999,9999999,9999999,9999999,9,3,9,3,1,2726,875,0,0,1851,1851,875,0,875,0,0,0,0,1851,0,2726,875,0,875,0,0,0,0,1851,0,1,0,1,2,27,2,1,0,3,27,30,99,99,99,99,99,99,99,99,99,99,1,0,0,0,0,17
